complaint,department,category,subcategory,severity,priority,urgency
Illegal encroachments blocking emergency fire tender access lane in Jubilee Hills Check Post market. Pedestrians and daily commuters are suffering badly.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
చెత్త కుప్పలు పేరుకుపోయి దుర్వాసన వస్తోంది Charminar Main Bazaar లో వ్యాధులు ప్రబలుతున్నాయి.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Contaminated brown foul-smelling tap water supplied to households near Alwal Main Road, children falling sick.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
"Nagole X Roads లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Major commercial building fire raging on 3rd floor with people trapped inside at Begumpet Airport Road. Multiple residents have reported this problem.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి Kukatpally Housing Board లో. Kindly take strict and swift civic action.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
Electric pole tilted dangerously at 45 degrees over residential gate in Kukatpally Housing Board.,Electricity & Power,Power Infrastructure,Tilted Electric Pole,HIGH,HIGH,WITHIN 24 HOURS
రోడ్డుపై మ్యాన్‌హోల్ మూత లేకుండా తెరిచి ఉంది Madhapur Police Station junction వద్ద చాలా ప్రమాదకరం.,Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
Electrical transformer caught fire with explosions near Uppal Ring Road market area.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Dilapidated 3-story residential building structural crack with falling wall debris at Lingampally Market. This has become an urgent public hazard.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
"Sewage manhole overflowing on street near Ameerpet Center, black wastewater entering residences.",Water Supply & Sewerage,Water & Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Encroachment on municipal park boundary by private builder fencing in Ameerpet Center. This has become an urgent public hazard.,Town Planning & Parks,Parks & Urban Planning,Park Encroachment,MEDIUM,MEDIUM,WITHIN 7 DAYS
"Deep open manhole without cover near school in Mehdipatnam Bus Stop, immediate risk of children falling in. Kindly take strict and swift civic action.",Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి Kukatpally Housing Board లో. Kindly take strict and swift civic action.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Uppal Ring Road లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
"Secunderabad Railway Station లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి. Kindly take strict and swift civic action.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Low water pressure in municipal pipeline near Lingampally Market.,Water Supply & Sewerage,Water & Drainage,Low Pressure,LOW,LOW,ROUTINE
Pothole on main road near Kukatpally Housing Board causing vehicle damage and traffic congestion. Pedestrians and daily commuters are suffering badly.,Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Low water pressure in municipal pipeline near Koti Women's College. Danger to public health and safety.,Water Supply & Sewerage,Water & Drainage,Low Pressure,LOW,LOW,ROUTINE
Abandoned rusty vehicle loaded with scrap blocking bus bay near Banjara Hills Road No 12. Danger to public health and safety.,Public Safety & Police,Civic Safety & Law,Abandoned Vehicle,LOW,LOW,WITHIN 7 DAYS
Dilapidated 3-story residential building structural crack with falling wall debris at Charminar Main Bazaar. The municipal corporation needs to inspect and resolve this immediately.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
Major commercial building fire raging on 3rd floor with people trapped inside at Nagole X Roads.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Unsafe deep construction basement excavated without safety barricade or warning lights near Secunderabad Railway Station.,Public Safety & Police,Civic Safety & Law,Unsafe Construction,HIGH,HIGH,WITHIN 24 HOURS
"రోడ్డుపై పెద్ద గుంతలు పడ్డాయి MG Road Metro Station వద్ద, వాహనాలు తిరగడం కష్టంగా ఉంది. Please send inspection team immediately.",Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Pothole on main road near Hitech City Mindspace causing vehicle damage and traffic congestion. Kindly take strict and swift civic action.,Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Massive garbage overflow uncollected for 10 days outside vegetable market in Madhapur Police Station junction. Multiple residents have reported this problem.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"రోడ్డుపై పెద్ద గుంతలు పడ్డాయి RTC Cross Roads వద్ద, వాహనాలు తిరగడం కష్టంగా ఉంది.",Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Kukatpally Housing Board కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి. Pedestrians and daily commuters are suffering badly.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Footpath tiles broken and open construction debris left near Hitech City Mindspace. Please send inspection team immediately.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
Complete blackout in RTC Cross Roads sector affecting dialysis and oxygen patient homes. Kindly take strict and swift civic action.,Electricity & Power,Power Infrastructure,Power Outage,HIGH,VERY HIGH,IMMEDIATE
"Contaminated brown foul-smelling tap water supplied to households near Hitech City Mindspace, children falling sick. This has become an urgent public hazard.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
MG Road Metro Station కే పాస్ సడక్ పర్ గహరే గడ్డే హో గయే హై జిస్సే హాద్సే హో రహే హై. The municipal corporation needs to inspect and resolve this immediately.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
"Sewage manhole overflowing on street near MG Road Metro Station, black wastewater entering residences.",Water Supply & Sewerage,Water & Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Abandoned rusty vehicle loaded with scrap blocking bus bay near Secunderabad Railway Station. Kindly take strict and swift civic action.,Public Safety & Police,Civic Safety & Law,Abandoned Vehicle,LOW,LOW,WITHIN 7 DAYS
High voltage 11kV live electrical wire snapped and lying sparking on flooded road near MG Road Metro Station. The municipal corporation needs to inspect and resolve this immediately.,Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Footpath tiles broken and open construction debris left near Gachibowli Flyover.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
స్ట్రీట్ లైట్లు వెలగడం లేదు Madhapur Police Station junction లో చీకటిగా ఉంది దొంగతనాలు జరుగుతున్నాయి.,Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Public toilet facility choked, leaking sewage onto pavement near Tarnaka Tarnaka signal. Danger to public health and safety.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Sewage manhole overflowing on street near MG Road Metro Station, black wastewater entering residences. Please send inspection team immediately.",Water Supply & Sewerage,Water & Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Unsafe deep construction basement excavated without safety barricade or warning lights near Jubilee Hills Check Post. Kindly take strict and swift civic action.,Public Safety & Police,Civic Safety & Law,Unsafe Construction,HIGH,HIGH,WITHIN 24 HOURS
Open illegal borewell pit left uncovered in Dilsukhnagar Bus Depot vacant plot where small children play. This has become an urgent public hazard.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Encroachment on municipal park boundary by private builder fencing in Hitech City Mindspace.,Town Planning & Parks,Parks & Urban Planning,Park Encroachment,MEDIUM,MEDIUM,WITHIN 7 DAYS
High voltage 11kV live electrical wire snapped and lying sparking on flooded road near Kukatpally Housing Board.,Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Massive garbage overflow uncollected for 10 days outside vegetable market in MG Road Metro Station. Please send inspection team immediately.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Tarnaka Tarnaka signal. The municipal corporation needs to inspect and resolve this immediately.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Illegal commercial billboard hoarding erected without permit hanging dangerously in Secunderabad Railway Station. Please send inspection team immediately.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
Electrical transformer caught fire with explosions near Begumpet Airport Road market area.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Uppal Ring Road లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Multiple residents have reported this problem.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Begumpet Airport Road లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Multiple residents have reported this problem.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
"Streetlights not working for 2 weeks in Begumpet Airport Road, complete dark stretch unsafe for women. Danger to public health and safety.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Uppal Ring Road లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Kindly take strict and swift civic action.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
"Contaminated brown foul-smelling tap water supplied to households near Koti Women's College, children falling sick. Danger to public health and safety.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Tarnaka Tarnaka signal లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
రోడ్డుపై మ్యాన్‌హోల్ మూత లేకుండా తెరిచి ఉంది Gachibowli Flyover వద్ద చాలా ప్రమాదకరం.,Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
Exposed electric meter junction box with bare sparking wires near park in Uppal Ring Road. Multiple residents have reported this problem.,Electricity & Power,Power Infrastructure,Exposed Meter Box,HIGH,HIGH,WITHIN 24 HOURS
